Name,Cumul.reads_dtBaseline_1_2018-09-05_ds10813553,Cumul.reads_dtBaseline_10_2018-09-14_ds10813559,Cumul.reads_dtBaseline_11_2018-09-15_ds10813571,Cumul.reads_dtBaseline_12_2018-09-16_ds10813570,Cumul.reads_dtBaseline_13_2018-09-17_ds10813556,Cumul.reads_dtBaseline_14_2018-09-18_ds10813558,Cumul.reads_dtBaseline_15_2018-09-19_ds10813575,Cumul.reads_dtBaseline_16_2018-09-20_ds10811746,Cumul.reads_dtBaseline_17_2018-09-21_ds10813554,Cumul.reads_dtBaseline_18_2018-09-22_ds10813555,Cumul.reads_dtBaseline_19_2018-09-23_ds10813563,Cumul.reads_dtBaseline_2_2018-09-06_ds10813564,Cumul.reads_dtBaseline_20_2018-09-24_ds10813569,Cumul.reads_dtBaseline_21_2018-09-25_ds10813551,Cumul.reads_dtBaseline_22_2018-09-26_ds10813572,Cumul.reads_dtBaseline_23_2018-09-27_ds10813557,Cumul.reads_dtBaseline_24_2018-09-28_ds10813561,Cumul.reads_dtBaseline_25_2018-09-29_ds10811749,Cumul.reads_dtBaseline_26_2018-09-30_ds10813560,Cumul.reads_dtBaseline_27_2018-10-01_ds10813567,Cumul.reads_dtBaseline_28_2018-10-02_ds10813574,Cumul.reads_dtBaseline_29_2018-10-03_ds10813578,Cumul.reads_dtBaseline_3_2018-09-07_ds10811748,Cumul.reads_dtBaseline_30_2018-10-04_ds10811747,Cumul.reads_dtBaseline_31_2018-10-05_ds10813562,Cumul.reads_dtBaseline_32_2018-10-06_ds10813566,Cumul.reads_dtBaseline_33_2018-10-07_ds10813573,Cumul.reads_dtBaseline_4_2018-09-08_ds10813565,Cumul.reads_dtBaseline_5_2018-09-09_ds10813552,Cumul.reads_dtBaseline_6_2018-09-10_ds10813576,Cumul.reads_dtBaseline_7_2018-09-11_ds10813577,Cumul.reads_dtBaseline_8_2018-09-12_ds10811750,Cumul.reads_dtBaseline_9_2018-09-13_ds10813568,Cumul.reads_dtKefir_ds10826596,Cumul.reads_dtNeg_DNAextr_1_ds10826595,Cumul.reads_dtNeg_DNAextr_2_ds10828555,Cumul.reads_dtNeg_DNAextr_3_ds10828557,Cumul.reads_dtNeg_DNAextr_4_ds10828558,Cumul.reads_dtNeg_DNAextr_5_ds10826597,Cumul.reads_dtNeg_DNAextr_6_ds10828559,Cumul.reads_dtOutsideFarm_1_2018-09-05_ds10826589,Cumul.reads_dtOutsideFarm_10_2018-10-01_ds10826591,Cumul.reads_dtOutsideFarm_11_2018-10-03_ds10826593,Cumul.reads_dtOutsideFarm_12_2018-10-06_ds10828553,Cumul.reads_dtOutsideFarm_13_2018-10-07_ds10828554,Cumul.reads_dtOutsideFarm_2_2018-09-10_ds10828551,Cumul.reads_dtOutsideFarm_3_2018-09-11_ds10826599,Cumul.reads_dtOutsideFarm_4_2018-09-12_ds10826598,Cumul.reads_dtOutsideFarm_5_2018-09-17_ds10828552,Cumul.reads_dtOutsideFarm_6_2018-09-20_ds10826592,Cumul.reads_dtOutsideFarm_7_2018-09-22_ds10826594,Cumul.reads_dtOutsideFarm_8_2018-09-24_ds10826590,Cumul.reads_dtOutsideFarm_9_2018-09-28_ds10826600,Cumul.reads_dtSequencingBlank_ds10828556,Cumul.reads_dtTxAntibiotic_1_2018-09-06_ds10798909,Cumul.reads_dtTxAntibiotic_10_2018-10-03_ds10798906,Cumul.reads_dtTxAntibiotic_11_2018-10-04_ds10798915,Cumul.reads_dtTxAntibiotic_12_2018-10-05_ds10798912,Cumul.reads_dtTxAntibiotic_2_2018-09-07_ds10798908,Cumul.reads_dtTxAntibiotic_3_2018-09-13_ds10798911,Cumul.reads_dtTxAntibiotic_4_2018-09-14_ds10798910,Cumul.reads_dtTxAntibiotic_5_2018-09-19_ds10798913,Cumul.reads_dtTxAntibiotic_6_2018-09-20_ds10798904,Cumul.reads_dtTxAntibiotic_7_2018-09-21_ds10798907,Cumul.reads_dtTxAntibiotic_8_2018-09-26_ds10798914,Cumul.reads_dtTxAntibiotic_9_2018-09-29_ds10798905
Sep1virus,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1
Shigella,2,2.78,2,2,2,1,1,2,3,2,1,2,2,2,1,1,2.01,2,1,2.42,2,1,2,1,1,2,2,2,1,2,3,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,1,2,2,2.34,1.98,1,2,2.95,2,2,2,1,2,2,1,1,2,3
Sideroxydans,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1
Simiduia,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1
Sodalis,1,2,1,1,2,1,1,1,2.4,2.92,2,2,2,2,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,2,1,1,1,2,2,1,1,2,2,2,2,2,1,1,2,2,1,2,1
Stackebrandtia,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2
Starkeya,2,2,2.76,2.08,2,1,2,3,2,3,2,2,2.79,1,3,2,2,2,2,2.03,2,3,3,2,1,2,2,2,3,3,2,2.08,3,1.24,2,1,1,1,1,1,2,3,3,2,2,2,2,2,2,2,1,3,2.14,1,2,2,2,3,2.92,2.07,2,2,2,1,1,1
Steroidobacter,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
Stigmatella,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
Sugiyamaella,2,3,3,2,1,1,1,1,2,1,2,1,1,1,2,2,3,1,1,2,1,1,3,1,1,2,1,2.83,1,2,2,2.63,2,1,1,1,1,1,1,1,2,1,2,2,1,2,2,1,1,2,2,2,2,1,2,2,3,2,3,2,2,2,1,2,1,1
Sulfitobacter,1,1,1,2,1,1,1,1,1,2.08,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1
Tatlockia,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1
Thalassospira,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1
Thioalkalivibrio,1,2.03,2,2,2,1,1,1,2,1,2,1,1,1,2,1,2,2,1,2,3,2,1,3,1,2,2,2,1,2,1,1,1,1.95,1,1,1,1,1,1,1,1,2,1,1,2,1,3,2,3,2,2,2,1,1,2,2,3,1,1,2,2,1,1,1,1
Thiobacillus,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,2,1,1
Thioclava,1,2,2,1,2.96,1,1,1,2,2,1,1,2,1,1,1,1,2,1,2,1,1,2,2,1,3,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1.98,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,2,1
Trueperella,1,2,2,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1,2,1,3,2,2,1,1,1,1,2,1,1,1,1,1,5,2,2.04,1,1,1,1,3,3,2,1,3,1,3.98,2,2,3,2,1,1,1,2,1,2,2,1,2,2,2,2,1,2,1
Virgibacillus,1,2,1,1,2,1,1,2,2,1,1,2.91,1,2.83,1,1,1,1,1,2,2.52,1,1,1,1,1,1,1,1,1,1,1,2,1.11,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,2,3,1,1,1,1,1,1,1,1,2,2,1,2,1,1
Xylella,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,2
Advenella,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1
Alphabaculovirus,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Arachidicoccus,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1
Bartonella,1,1,2,1,1,1,2.02,1,2,2,3,1,2,1,1,1,2.66,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,1,1
Butyrivibrio,2,1,1,2.92,1,1,1,2,2,3,1,1,1,2,3,1,1,2,1,2,2.23,1,2,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1
Calothrix,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2.95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
Candidatus Cardinium,1,1,1,1,1,1,1,1,1,2.1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
Candidatus Phytoplasma,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1.13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
Emticicia,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
Geodermatophilus,1,1,2,1,1,1,2,1,2,2,2,1,1,2,1,1,1,2,1,3,1,1,1,2,1,2,3,1,1,2,1,1,2,1.38,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2.99,2,1,2,1,2,1,1,1
Herbaspirillum,2,2.75,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2.07,2.51,2,2,3.04,1,2,2,1,2,1,2,1,2,2,2,2,1.12,1,1,1,1,1,2,2,3,2,2,2,1,2,1,2,2,2,2,1.98,1,2.18,2,2,2,1,2,2.14,1,2,2,2,1
Kibdelosporangium,1,1,1,2,1,1,1,1,2,2,1,2,1,1,2,1,1,2,1,2,1,2,2,2.88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2.02,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1
Leisingera,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.55,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2.28,1,1,1,1,1,1,1,1
Leptospira,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Murdochiella,1,1,2.01,1,1,1,1,2,2,2,1,2,2,4,1,2,2,2,1,1,1,2,1,1,1,2,1,2,2,1,1,2,2,1.93,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,2,2,1,1,1,2.68,2,1,3,1,1,1,1,1,1,1
Nitrospira,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Phaeobacter,2,1,2,1,1,1,1,1,2,2,1,1,2.04,2,1,2,1,2,1,1,1,1,2,1,1,1,2,1,2,1,2,2.62,1,1,1,1,1,1,1,1,1,2,1,1,1.96,1,2,1,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1
Polaromonas,1,2,1,2.06,1,1,1,1,2,2,1,1,2,1,1,2,1,2,1,2,2.81,1,1,1,1,2,2,1,2,2,1,1,2,1.91,1,1,1,1,1,1,2,1,2,2.16,1,2,1,2.76,1,1,1,2,1,1,1,1,2,2,2,1,1,1,3,1,1,1
Pragia,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1
Ruminiclostridium,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,3,2,2,1,2,2,1,2,1,1,2,1,1,1,1,2,2.12,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,2,1,2,1,2,2,2,1,2,1,1,1,1,1,1,3
Ruminococcus,2,1,2,2,2,1,4,1,2,2.96,2,1,2,2,2.46,2,1,3,1,2,1,1,3,1,3,1,1,2.08,2,1,2,2,1,1.91,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,1,1,1,1,2,2,3,2,1,2,2,1,1,1,2,1
Saccharomonospora,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1.96,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
Saccharothrix,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,2,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1.22,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1
Shimwellia,2,2,2,1,1,1,1,2,2,2,2,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2.04,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,3,2,2,1,1,1,1,1,2,1,1,1
Sphingorhabdus,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Synechococcus,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1
Acidiphilium,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2.17,1,1,1,1,1
Buchnera,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1
Castellaniella,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,2.1,1,1,2,1,1,1,2,2,1,1,2.05,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1.98,1,1,2,1,2,1,1,2,1,2,2,1,1
Citromicrobium,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1
Collimonas,2,2,2,2,2,1,1,2,3,1,2,2,2,2,2,1,3,2,1,2.98,2.99,1,2,1,1,2.95,1,2.96,2,2,2,2.99,2,1,1,1,1,1,1,1,2,2,2,2,1,1,2.89,1,2,2.04,2,2,2.75,1,2,2,2.99,2,2,2,3,1,1,2,2,2
Colwellia,1,1,1,1,1,1,1,1,1,1,1,2,1,2.22,1,2,1,2,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1
Dinoroseobacter,1,1,2.02,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,3,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,2,1,2,1,1,1,2,2,1,2.92,1,2,2,1,1,1,1,1
Gammaretrovirus,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Granulibacter,1,1,1,1,1,1,2,1,2.38,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2.41,2,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,3,2,2,1,1,1,2,1,2,1
Halanaerobium,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Intestinimonas,1,2,1,2,1,1,1,1,2,1,2,2,1,2,2.4,2,2,2,1,2,2.26,1,2,1,1,2,1,1,2,2,2,2,2,1.77,1,1,1,1,1,1,2,2,1,2.14,1,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,2,1,2,2,2,1
Paludisphaera,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1
Parachlamydia,1,1,1,1,1,1,1,1,1,1,1,2.13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1
Parvularcula,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Renibacterium,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
Rhodomicrobium,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Roseiflexus,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2.01,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
Solibacillus,1,2,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,2,2,1,1,1,2.12,1,1,2,1,2.99,3,1,2,1.31,1,1,1,1,1,1,1,2,1,3,3,2,1,2,1,2.65,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,2
Stanieria,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Thalassolituus,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.99,1,1,2,1,1,1,1,1,1,1,1,1,1
Thermobispora,1,1,1,2,1,1,1,1,2,1,1,2.01,1,1,1,2,1,2,1,2.15,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1
Turicibacter,2,1,2,2,2,1,1,2.74,2.96,1,1,2,2,2,1,2,1,2,1,1,1,1,2.29,1,1,1,1,2,2,2,2,2,1,1.18,1,1,1,1,1,1,2.01,1,3,2,2,1,3,3,3,3.86,2,2,1,1,2,2,2,2,1,2,1,1,1,1,1,1
Gordonibacter,1,1,8,1,1,1,1,1,3,1,7,1,1,2.97,1,6,2.99,2,4,9,3.04,2,7,2,5,1,2,1,1,1,7,1,1,1,1,1,9,1,1,3.16,1,3.02,1,1,1.94,1,1,1,2,1,4,3,2.44,1,2,3,3,7,1,2,2,1,1,2.1,1,4
Amycolatopsis,2,2,1,2,1,1,3,2.72,2,1,2,1,2,1,3,2,2,1,2,2,1,3,2,2,1,3,1,1,2,3,1,1,2.86,2.01,2,1,1,1,1,1,2,1,3,3,2.74,1,2,1,1,2.99,2,2,1.98,1,2,2,2,3,2,1,3,1,1,1,1,1
Candidatus Profftella,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Cyanothece,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Desulfobulbus,1,1,1,1,3,1,1,3,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2.02,1,1,3.19,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2.75,1,1,1,2,3.16,1,1,1,1,1,1,2,1,1,1,1,2.87,1
Dialister,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.11,3,1,1,1,1,1,1,1,1,1,1,1.99,2,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
Faecalibaculum,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1.85,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Fermentimonas,1,1,2,1,2,1,1,2.63,2,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,2.14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,2.04,2,1,1,1,1,1,1,1,2,1,1,1
Gluconacetobacter,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.99,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
Gottschalkia,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2
Halolamina,1,2,1,2,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.96,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1
Heliobacterium,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Kutzneria,2,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,2,2,2.4,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1.98,1,1,1,2,2.27,2,1,1,1,1,2,1,1
Lacunisphaera,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1
Leptothrix,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2.98,2.86,1,2.75,1,1,1,1,1,1,2,1.27,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1
Marinomonas,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
